stats_id,goals,assists,points,plus_minus,pims,sog,toi,player_id,game_id,team_id,is_home,opponent_team_id
3806,0,0,0,1,0,6,00:14:51,146,96,8,1,27
3807,0,0,0,1,0,0,00:30:36,147,96,8,1,27
3808,0,0,0,3,2,4,00:30:43,148,96,8,1,27
3809,0,0,0,1,0,6,00:06:33,149,96,8,1,27
3810,1,1,2,-1,0,0,00:14:17,150,96,8,1,27
3811,3,1,4,0,0,2,00:08:34,151,96,8,1,27
3812,1,0,1,-1,0,0,00:30:15,152,96,8,1,27
3813,1,0,1,2,2,8,00:30:31,153,96,8,1,27
3814,0,1,1,-3,0,6,00:06:42,154,96,8,1,27
3815,0,1,1,-1,0,7,00:27:32,155,96,8,1,27
3816,1,0,1,-3,0,3,00:16:14,156,96,8,1,27
3817,0,1,1,2,0,3,00:11:30,157,96,8,1,27
3818,0,0,0,2,5,5,00:29:17,158,96,8,1,27
3819,0,0,0,1,0,0,00:23:44,159,96,8,1,27
3820,0,0,0,1,0,0,00:17:01,160,96,8,1,27
3821,1,0,1,2,0,2,00:07:29,521,96,27,0,8
3822,0,1,1,2,0,8,00:11:17,522,96,27,0,8
3823,0,1,1,1,0,0,00:23:01,523,96,27,0,8
3824,1,0,1,-1,0,6,00:16:04,524,96,27,0,8
3825,0,0,0,3,0,2,00:24:24,525,96,27,0,8
3826,1,0,1,1,2,7,00:14:34,526,96,27,0,8
3827,0,0,0,-3,0,0,00:21:33,527,96,27,0,8
3828,0,0,0,0,4,3,00:16:46,528,96,27,0,8
3829,1,1,2,-2,0,0,00:04:16,529,96,27,0,8
3830,0,0,0,0,0,4,00:27:14,530,96,27,0,8
3831,0,0,0,-2,0,6,00:22:14,531,96,27,0,8
3832,0,1,1,-3,0,1,00:06:32,532,96,27,0,8
3833,0,1,1,-2,0,2,00:27:05,533,96,27,0,8
3834,0,0,0,-2,0,0,00:09:55,534,96,27,0,8
3835,3,1,4,2,0,8,00:15:01,535,96,27,0,8
3836,0,1,1,0,10,0,00:20:10,536,96,27,0,8
3837,0,0,0,-3,4,0,00:12:46,537,96,27,0,8
3838,0,1,1,-2,5,2,00:19:24,538,96,27,0,8
3839,0,0,0,0,0,0,00:02:15,539,96,27,0,8
3840,0,0,0,-2,4,0,00:20:11,540,96,27,0,8
3841,0,0,0,3,0,5,00:04:12,901,97,46,1,42
3842,1,0,1,1,10,2,00:20:02,902,97,46,1,42
3843,2,0,2,-2,0,1,00:13:44,903,97,46,1,42
3844,0,0,0,-3,2,2,00:04:02,904,97,46,1,42
3845,0,0,0,3,0,2,00:03:01,905,97,46,1,42
3846,0,1,1,1,0,7,00:17:31,906,97,46,1,42
3847,0,0,0,-2,0,1,00:08:18,907,97,46,1,42
3848,0,1,1,2,2,2,00:02:49,908,97,46,1,42
3849,0,1,1,2,0,7,00:09:06,909,97,46,1,42
3850,0,0,0,-2,0,8,00:27:44,910,97,46,1,42
3851,0,0,0,3,0,4,00:16:36,911,97,46,1,42
3852,0,1,1,3,0,0,00:06:06,912,97,46,1,42
3853,0,0,0,-3,5,5,00:26:23,913,97,46,1,42
3854,0,0,0,0,0,1,00:30:06,914,97,46,1,42
3855,0,0,0,-1,0,0,00:20:58,915,97,46,1,42
3856,0,0,0,2,2,7,00:03:52,916,97,46,1,42
3857,0,0,0,1,0,2,00:11:49,917,97,46,1,42
3858,0,0,0,1,4,2,00:10:02,918,97,46,1,42
3859,0,0,0,3,5,0,00:15:18,919,97,46,1,42
3860,0,0,0,-2,4,0,00:29:16,920,97,46,1,42
3861,0,0,0,3,4,4,00:22:47,821,97,42,0,46
3862,0,0,0,0,0,0,00:25:05,822,97,42,0,46
3863,0,0,0,-1,0,5,00:09:26,823,97,42,0,46
3864,0,0,0,1,0,5,00:04:42,824,97,42,0,46
3865,0,0,0,-2,0,8,00:28:42,825,97,42,0,46
3866,0,0,0,0,0,3,00:21:28,826,97,42,0,46
3867,0,0,0,3,0,7,00:26:32,827,97,42,0,46
3868,0,0,0,2,0,7,00:02:46,828,97,42,0,46
3869,0,0,0,-2,0,2,00:26:07,829,97,42,0,46
3870,0,0,0,0,2,3,00:05:45,830,97,42,0,46
3871,0,0,0,-1,0,0,00:02:05,831,97,42,0,46
3872,0,0,0,1,0,6,00:28:03,832,97,42,0,46
3873,0,0,0,0,4,3,00:12:53,833,97,42,0,46
3874,0,0,0,-2,0,7,00:29:40,834,97,42,0,46
3875,0,0,0,-2,0,6,00:10:29,835,97,42,0,46
3876,0,0,0,1,0,1,00:19:40,836,97,42,0,46
3877,0,0,0,2,0,4,00:13:49,837,97,42,0,46
3878,0,0,0,-3,4,0,00:20:33,838,97,42,0,46
3879,0,0,0,2,0,0,00:17:02,839,97,42,0,46
3880,0,0,0,3,0,0,00:27:38,840,97,42,0,46
3881,0,0,0,2,0,2,00:13:06,121,98,7,1,8
3882,1,1,2,2,0,8,00:23:57,122,98,7,1,8
3883,2,1,3,0,0,3,00:29:59,123,98,7,1,8
3884,1,0,1,-3,0,4,00:02:26,124,98,7,1,8
3885,1,0,1,0,2,2,00:28:26,125,98,7,1,8
3886,0,0,0,-2,2,0,00:25:13,126,98,7,1,8
3887,0,0,0,0,0,6,00:27:29,127,98,7,1,8
3888,0,0,0,-1,2,7,00:25:48,128,98,7,1,8
3889,0,0,0,2,0,6,00:06:22,129,98,7,1,8
3890,0,0,0,0,0,2,00:03:04,130,98,7,1,8
3891,1,1,2,-1,0,2,00:04:31,131,98,7,1,8
3892,0,0,0,-1,0,1,00:18:58,132,98,7,1,8
3893,0,2,2,-2,2,5,00:19:03,133,98,7,1,8
3894,0,0,0,3,0,0,00:30:20,134,98,7,1,8
3895,0,0,0,-1,0,5,00:07:56,135,98,7,1,8
3896,0,2,2,-1,2,1,00:25:31,136,98,7,1,8
3897,0,0,0,2,0,4,00:13:06,137,98,7,1,8
3898,0,0,0,0,0,8,00:05:50,138,98,7,1,8
3899,0,0,0,0,0,0,00:15:49,139,98,7,1,8
3900,0,0,0,-3,4,0,00:18:40,140,98,7,1,8
3901,0,1,1,-3,0,7,00:25:41,141,98,8,0,7
3902,0,0,0,1,0,5,00:13:05,142,98,8,0,7
3903,0,0,0,3,0,0,00:10:32,143,98,8,0,7
3904,0,0,0,1,0,5,00:18:47,144,98,8,0,7
3905,0,0,0,-1,2,6,00:23:52,145,98,8,0,7
3906,0,0,0,0,0,6,00:13:53,146,98,8,0,7
3907,0,0,0,-2,0,5,00:24:11,147,98,8,0,7
3908,0,0,0,-3,4,2,00:03:45,148,98,8,0,7
3909,0,0,0,0,0,6,00:07:54,149,98,8,0,7
3910,0,0,0,0,4,8,00:10:53,150,98,8,0,7
3911,0,0,0,2,4,0,00:23:52,151,98,8,0,7
3912,0,0,0,1,5,5,00:05:11,152,98,8,0,7
3913,0,0,0,-1,2,4,00:17:10,153,98,8,0,7
3914,0,0,0,3,0,5,00:05:28,154,98,8,0,7
3915,0,1,1,2,2,6,00:02:31,155,98,8,0,7
3916,0,0,0,0,2,5,00:02:32,156,98,8,0,7
3917,0,0,0,-1,2,6,00:18:47,157,98,8,0,7
3918,1,0,1,-1,0,6,00:20:59,158,98,8,0,7
3919,0,0,0,-1,0,0,00:06:47,159,98,8,0,7
3920,0,0,0,-2,0,0,00:04:51,160,98,8,0,7
3921,0,0,0,0,0,1,00:28:48,41,99,3,1,46
3922,1,1,2,-2,0,6,00:06:14,42,99,3,1,46
3923,0,0,0,0,0,1,00:11:17,43,99,3,1,46
3924,0,0,0,0,0,8,00:09:20,44,99,3,1,46
3925,0,0,0,-3,2,4,00:08:09,45,99,3,1,46
3926,0,0,0,2,0,6,00:21:57,46,99,3,1,46
3927,0,0,0,-1,0,3,00:20:07,47,99,3,1,46
3928,1,0,1,-2,0,5,00:17:03,48,99,3,1,46
3929,0,0,0,1,0,5,00:17:35,49,99,3,1,46
3930,0,0,0,2,0,7,00:22:33,50,99,3,1,46
3931,0,0,0,-1,0,2,00:25:55,51,99,3,1,46
3932,0,0,0,3,0,7,00:14:05,52,99,3,1,46
3933,0,0,0,3,0,3,00:04:48,53,99,3,1,46
3934,0,0,0,-1,0,2,00:29:46,54,99,3,1,46
3935,0,0,0,1,4,3,00:30:01,55,99,3,1,46
3936,0,1,1,0,2,5,00:06:05,56,99,3,1,46
3937,0,1,1,-3,0,6,00:16:54,57,99,3,1,46
3938,0,0,0,3,4,8,00:16:33,58,99,3,1,46
3939,0,0,0,-3,0,0,00:21:58,59,99,3,1,46
3940,0,0,0,-3,0,0,00:03:34,60,99,3,1,46
3941,0,0,0,2,4,5,00:23:27,901,99,46,0,3
3942,0,0,0,3,0,0,00:17:49,902,99,46,0,3
3943,0,0,0,-2,0,1,00:11:56,903,99,46,0,3
3944,0,0,0,3,0,2,00:10:36,904,99,46,0,3
3945,0,0,0,-1,2,6,00:10:50,905,99,46,0,3
3946,0,0,0,-2,0,0,00:21:56,906,99,46,0,3
3947,0,0,0,-2,0,5,00:12:40,907,99,46,0,3
3948,0,0,0,-2,4,8,00:08:45,908,99,46,0,3
3949,0,0,0,3,0,7,00:24:07,909,99,46,0,3
3950,0,0,0,3,0,3,00:23:03,910,99,46,0,3
3951,0,0,0,0,4,7,00:04:49,911,99,46,0,3
3952,0,0,0,-1,0,4,00:19:42,912,99,46,0,3
3953,0,0,0,2,0,7,00:09:13,913,99,46,0,3
3954,0,0,0,-3,0,4,00:19:53,914,99,46,0,3
3955,0,0,0,1,2,0,00:20:21,915,99,46,0,3
3956,0,0,0,1,5,5,00:14:01,916,99,46,0,3
3957,0,0,0,3,0,5,00:07:14,917,99,46,0,3
3958,0,0,0,-1,4,5,00:14:50,918,99,46,0,3
3959,0,0,0,-2,0,0,00:24:24,919,99,46,0,3
3960,0,0,0,0,2,0,00:29:16,920,99,46,0,3
3961,1,0,1,-1,4,5,00:30:48,221,100,12,1,23
3962,0,0,0,-3,0,0,00:19:04,222,100,12,1,23
3963,0,0,0,-1,10,2,00:19:51,223,100,12,1,23
3964,0,0,0,3,0,8,00:14:15,224,100,12,1,23
3965,0,0,0,1,0,6,00:29:51,225,100,12,1,23
3966,0,0,0,0,2,2,00:16:27,226,100,12,1,23
3967,0,0,0,1,0,7,00:19:47,227,100,12,1,23
3968,0,0,0,0,0,0,00:05:45,228,100,12,1,23
3969,0,0,0,3,0,1,00:27:59,229,100,12,1,23
3970,0,0,0,-1,2,8,00:04:49,230,100,12,1,23
3971,0,0,0,3,4,1,00:30:14,231,100,12,1,23
3972,0,0,0,1,2,4,00:15:54,232,100,12,1,23
3973,0,0,0,-2,2,7,00:21:45,233,100,12,1,23
3974,0,0,0,0,0,8,00:30:35,234,100,12,1,23
3975,0,0,0,-1,0,4,00:19:22,235,100,12,1,23
3976,0,0,0,-3,0,7,00:07:54,236,100,12,1,23
3977,0,0,0,-3,4,8,00:30:35,237,100,12,1,23
3978,0,0,0,2,0,8,00:08:45,238,100,12,1,23
3979,0,0,0,2,0,0,00:19:55,239,100,12,1,23
3980,0,0,0,-1,4,0,00:19:13,240,100,12,1,23
3981,0,2,2,0,4,2,00:23:05,441,100,23,0,12
3982,0,1,1,-1,0,0,00:02:37,442,100,23,0,12
3983,0,0,0,3,0,0,00:11:09,443,100,23,0,12
3984,1,0,1,-3,0,7,00:20:03,444,100,23,0,12
3985,0,0,0,1,2,2,00:05:02,445,100,23,0,12
3986,0,1,1,0,0,3,00:08:42,446,100,23,0,12
3987,0,0,0,0,0,1,00:13:55,447,100,23,0,12
3988,0,0,0,-1,2,7,00:12:50,448,100,23,0,12
3989,0,0,0,2,0,8,00:30:41,449,100,23,0,12
3990,1,0,1,-2,4,0,00:11:38,450,100,23,0,12
3991,0,0,0,-1,0,1,00:23:42,451,100,23,0,12
3992,0,0,0,-1,2,2,00:05:16,452,100,23,0,12
3993,0,0,0,1,0,5,00:23:32,453,100,23,0,12
3994,0,0,0,2,0,2,00:03:14,454,100,23,0,12
3995,0,0,0,0,0,8,00:19:34,455,100,23,0,12
3996,0,0,0,1,5,3,00:02:27,456,100,23,0,12
3997,1,0,1,1,2,4,00:22:37,457,100,23,0,12
3998,0,0,0,-1,2,2,00:02:13,458,100,23,0,12
3999,0,0,0,2,0,0,00:07:53,459,100,23,0,12
4000,0,0,0,-3,4,0,00:15:52,460,100,23,0,12
4001,0,0,0,-3,0,1,00:28:25,981,101,50,1,23
4002,2,0,2,-2,0,4,00:18:32,982,101,50,1,23
4003,0,1,1,1,2,8,00:12:04,983,101,50,1,23
4004,0,0,0,0,0,8,00:08:46,984,101,50,1,23
4005,0,1,1,2,0,1,00:20:03,985,101,50,1,23
4006,0,0,0,-2,4,2,00:17:26,986,101,50,1,23
4007,1,0,1,1,0,8,00:12:30,987,101,50,1,23
4008,2,0,2,3,0,2,00:25:36,988,101,50,1,23
4009,1,0,1,-1,0,5,00:17:19,989,101,50,1,23
4010,0,0,0,3,0,7,00:21:14,990,101,50,1,23
4011,0,0,0,0,10,2,00:06:06,991,101,50,1,23
4012,0,0,0,-1,0,6,00:11:45,992,101,50,1,23
4013,0,3,3,2,0,1,00:20:21,993,101,50,1,23
4014,0,2,2,1,4,1,00:09:26,994,101,50,1,23
4015,0,0,0,1,2,0,00:29:03,995,101,50,1,23
4016,0,0,0,2,0,3,00:13:07,996,101,50,1,23
4017,0,0,0,3,0,7,00:21:24,997,101,50,1,23
4018,0,0,0,0,4,5,00:25:11,998,101,50,1,23
4019,0,0,0,1,0,0,00:13:16,999,101,50,1,23
4020,0,0,0,1,2,0,00:14:29,1000,101,50,1,23
4021,0,0,0,0,0,4,00:22:10,441,101,23,0,50
4022,1,0,1,1,0,8,00:25:38,442,101,23,0,50
4023,2,1,3,0,0,4,00:06:33,443,101,23,0,50
4024,0,0,0,2,2,2,00:08:15,444,101,23,0,50
4025,0,0,0,1,0,6,00:03:38,445,101,23,0,50
4026,0,1,1,-2,0,8,00:08:47,446,101,23,0,50
4027,1,0,1,0,0,1,00:20:38,447,101,23,0,50
4028,1,1,2,1,4,7,00:25:09,448,101,23,0,50
4029,0,0,0,-2,2,1,00:28:43,449,101,23,0,50
4030,0,0,0,0,2,4,00:29:36,450,101,23,0,50
4031,1,1,2,1,0,0,00:28:22,451,101,23,0,50
4032,0,0,0,2,0,7,00:22:27,452,101,23,0,50
4033,0,0,0,3,4,0,00:13:46,453,101,23,0,50
4034,0,0,0,1,2,5,00:08:11,454,101,23,0,50
4035,0,2,2,-3,4,4,00:25:02,455,101,23,0,50
4036,0,0,0,0,0,2,00:18:42,456,101,23,0,50
4037,0,0,0,1,4,0,00:30:35,457,101,23,0,50
4038,0,0,0,-2,0,1,00:06:40,458,101,23,0,50
4039,0,0,0,-2,2,0,00:27:19,459,101,23,0,50
4040,0,0,0,-2,2,0,00:12:47,460,101,23,0,50
4041,0,0,0,1,2,4,00:15:00,21,102,2,1,44
4042,0,0,0,0,0,1,00:26:38,22,102,2,1,44
4043,0,0,0,-1,0,0,00:13:21,23,102,2,1,44
4044,0,0,0,1,0,4,00:14:46,24,102,2,1,44
4045,0,0,0,1,4,2,00:23:20,25,102,2,1,44
4046,0,0,0,2,0,3,00:04:31,26,102,2,1,44
4047,0,0,0,-2,0,2,00:17:48,27,102,2,1,44
4048,0,0,0,-2,0,4,00:17:17,28,102,2,1,44
4049,0,0,0,2,0,4,00:18:57,29,102,2,1,44
4050,0,0,0,-2,0,4,00:03:33,30,102,2,1,44
4051,0,0,0,0,0,5,00:13:46,31,102,2,1,44
4052,0,0,0,0,0,0,00:07:07,32,102,2,1,44
4053,0,0,0,0,5,0,00:15:54,33,102,2,1,44
4054,0,0,0,0,0,8,00:23:31,34,102,2,1,44
4055,0,0,0,1,0,7,00:07:25,35,102,2,1,44
4056,0,0,0,-3,0,2,00:24:28,36,102,2,1,44
4057,0,0,0,-1,0,8,00:29:38,37,102,2,1,44
4058,0,0,0,-2,2,5,00:15:22,38,102,2,1,44
4059,0,0,0,3,0,0,00:09:53,39,102,2,1,44
4060,0,0,0,1,0,0,00:22:06,40,102,2,1,44
4061,1,1,2,-1,2,7,00:13:15,861,102,44,0,2
4062,0,0,0,-3,0,4,00:04:18,862,102,44,0,2
4063,0,2,2,-2,0,5,00:11:39,863,102,44,0,2
4064,1,0,1,-2,0,2,00:28:35,864,102,44,0,2
4065,0,0,0,-2,0,7,00:20:34,865,102,44,0,2
4066,0,0,0,2,0,1,00:08:52,866,102,44,0,2
4067,2,1,3,0,0,1,00:16:50,867,102,44,0,2
4068,0,2,2,-1,0,7,00:12:57,868,102,44,0,2
4069,1,1,2,-2,2,0,00:12:36,869,102,44,0,2
4070,0,0,0,2,0,3,00:27:55,870,102,44,0,2
4071,0,0,0,3,0,8,00:07:24,871,102,44,0,2
4072,2,0,2,3,0,4,00:18:36,872,102,44,0,2
4073,0,1,1,-1,5,4,00:04:19,873,102,44,0,2
4074,0,1,1,1,0,1,00:30:09,874,102,44,0,2
4075,0,1,1,-2,0,8,00:16:28,875,102,44,0,2
4076,0,1,1,-1,0,8,00:04:59,876,102,44,0,2
4077,0,0,0,0,0,8,00:23:41,877,102,44,0,2
4078,0,1,1,-1,0,5,00:14:48,878,102,44,0,2
4079,0,0,0,3,5,0,00:30:50,879,102,44,0,2
4080,0,0,0,-2,0,0,00:13:06,880,102,44,0,2
4081,0,0,0,0,0,4,00:21:02,101,103,6,1,26
4082,0,0,0,1,0,3,00:19:51,102,103,6,1,26
4083,0,0,0,1,4,8,00:12:20,103,103,6,1,26
4084,0,0,0,-3,0,3,00:24:26,104,103,6,1,26
4085,0,0,0,1,0,2,00:25:12,105,103,6,1,26
4086,0,0,0,3,0,5,00:16:10,106,103,6,1,26
4087,0,0,0,0,5,5,00:02:57,107,103,6,1,26
4088,0,0,0,-1,2,2,00:22:57,108,103,6,1,26
4089,0,0,0,-2,10,6,00:11:30,109,103,6,1,26
4090,0,0,0,-1,0,5,00:16:14,110,103,6,1,26
4091,0,0,0,-2,2,8,00:22:47,111,103,6,1,26
4092,0,0,0,1,0,1,00:11:04,112,103,6,1,26
4093,0,0,0,2,0,7,00:17:31,113,103,6,1,26
4094,0,0,0,-2,0,8,00:27:18,114,103,6,1,26
4095,0,0,0,1,0,0,00:19:39,115,103,6,1,26
4096,0,0,0,-2,0,4,00:22:47,116,103,6,1,26
4097,0,0,0,1,0,6,00:15:51,117,103,6,1,26
4098,0,0,0,0,0,6,00:06:31,118,103,6,1,26
4099,0,0,0,2,4,0,00:26:11,119,103,6,1,26
4100,0,0,0,-1,0,0,00:22:13,120,103,6,1,26
4101,0,0,0,2,2,1,00:06:18,501,103,26,0,6
4102,0,0,0,-1,0,0,00:02:10,502,103,26,0,6
4103,0,0,0,2,0,4,00:08:57,503,103,26,0,6
4104,0,0,0,2,2,6,00:24:42,504,103,26,0,6
4105,0,0,0,-2,0,4,00:21:12,505,103,26,0,6
4106,1,1,2,3,0,2,00:24:19,506,103,26,0,6
4107,1,1,2,2,4,5,00:22:53,507,103,26,0,6
4108,1,0,1,-2,0,1,00:03:54,508,103,26,0,6
4109,1,1,2,2,0,4,00:02:07,509,103,26,0,6
4110,0,0,0,3,0,5,00:19:56,510,103,26,0,6
4111,0,2,2,2,0,8,00:14:54,511,103,26,0,6
4112,1,0,1,-1,5,1,00:15:28,512,103,26,0,6
4113,1,0,1,3,0,3,00:29:33,513,103,26,0,6
4114,0,0,0,0,0,4,00:21:46,514,103,26,0,6
4115,0,0,0,0,0,3,00:10:02,515,103,26,0,6
4116,0,0,0,-2,0,8,00:29:02,516,103,26,0,6
4117,1,0,1,3,0,2,00:12:03,517,103,26,0,6
4118,0,1,1,1,0,4,00:12:41,518,103,26,0,6
4119,0,0,0,1,0,0,00:13:55,519,103,26,0,6
4120,0,0,0,-1,0,0,00:18:55,520,103,26,0,6
4121,1,0,1,-1,4,3,00:26:01,341,104,18,1,52
4122,0,1,1,0,0,3,00:09:18,342,104,18,1,52
4123,0,0,0,3,0,5,00:17:00,343,104,18,1,52
4124,1,0,1,1,0,1,00:16:13,344,104,18,1,52
4125,0,0,0,2,0,8,00:17:37,345,104,18,1,52
4126,0,0,0,3,0,5,00:15:41,346,104,18,1,52
4127,0,0,0,1,0,0,00:28:43,347,104,18,1,52
4128,0,0,0,-1,2,7,00:18:24,348,104,18,1,52
4129,1,2,3,2,0,0,00:23:19,349,104,18,1,52
4130,0,1,1,2,5,8,00:26:23,350,104,18,1,52
4131,0,0,0,1,0,6,00:05:35,351,104,18,1,52
4132,0,1,1,1,0,0,00:02:56,352,104,18,1,52
4133,1,0,1,-2,2,1,00:03:55,353,104,18,1,52
4134,0,0,0,-3,0,0,00:30:55,354,104,18,1,52
4135,0,0,0,-3,0,5,00:11:38,355,104,18,1,52
4136,0,1,1,-2,0,1,00:17:55,356,104,18,1,52
4137,0,0,0,3,0,2,00:30:19,357,104,18,1,52
4138,0,0,0,-2,0,6,00:11:39,358,104,18,1,52
4139,0,0,0,-2,0,0,00:21:04,359,104,18,1,52
4140,0,0,0,2,10,0,00:28:39,360,104,18,1,52
4141,0,0,0,0,0,2,00:12:16,1021,104,52,0,18
4142,0,0,0,-1,5,7,00:13:18,1022,104,52,0,18
4143,0,1,1,-1,10,5,00:20:44,1023,104,52,0,18
4144,0,0,0,-3,0,6,00:17:54,1024,104,52,0,18
4145,1,1,2,1,0,1,00:07:04,1025,104,52,0,18
4146,0,0,0,-3,0,1,00:15:42,1026,104,52,0,18
4147,0,0,0,0,0,0,00:09:45,1027,104,52,0,18
4148,0,0,0,2,0,6,00:11:29,1028,104,52,0,18
4149,0,0,0,1,0,8,00:17:08,1029,104,52,0,18
4150,0,0,0,1,0,2,00:13:15,1030,104,52,0,18
4151,1,0,1,3,0,5,00:23:27,1031,104,52,0,18
4152,0,0,0,3,0,2,00:14:00,1032,104,52,0,18
4153,0,0,0,1,2,2,00:17:14,1033,104,52,0,18
4154,0,0,0,0,0,3,00:20:21,1034,104,52,0,18
4155,0,0,0,3,0,3,00:29:48,1035,104,52,0,18
4156,0,0,0,0,0,4,00:24:52,1036,104,52,0,18
4157,1,1,2,1,0,8,00:27:56,1037,104,52,0,18
4158,0,1,1,3,2,7,00:29:14,1038,104,52,0,18
4159,0,0,0,1,0,0,00:16:50,1039,104,52,0,18
4160,0,0,0,3,0,0,00:03:26,1040,104,52,0,18
4161,1,1,2,-3,0,2,00:20:44,461,105,24,1,37
4162,0,2,2,3,0,5,00:12:11,462,105,24,1,37
4163,0,0,0,2,0,0,00:26:57,463,105,24,1,37
4164,0,1,1,2,0,3,00:14:05,464,105,24,1,37
4165,0,2,2,2,4,2,00:11:02,465,105,24,1,37
4166,0,0,0,-1,0,3,00:26:42,466,105,24,1,37
4167,1,1,2,-2,0,0,00:20:53,467,105,24,1,37
4168,1,0,1,-3,0,5,00:17:22,468,105,24,1,37
4169,1,0,1,3,0,3,00:18:13,469,105,24,1,37
4170,0,1,1,0,0,2,00:13:33,470,105,24,1,37
4171,1,0,1,2,0,8,00:22:58,471,105,24,1,37
4172,1,0,1,2,0,5,00:19:44,472,105,24,1,37
4173,0,0,0,2,5,8,00:02:27,473,105,24,1,37
4174,0,0,0,3,0,5,00:10:03,474,105,24,1,37
4175,0,0,0,0,0,8,00:03:19,475,105,24,1,37
4176,1,0,1,0,2,1,00:23:52,476,105,24,1,37
4177,0,1,1,-3,0,5,00:03:56,477,105,24,1,37
4178,0,0,0,0,2,1,00:02:08,478,105,24,1,37
4179,0,0,0,-3,0,0,00:28:15,479,105,24,1,37
4180,0,0,0,-3,2,0,00:28:48,480,105,24,1,37
4181,3,0,3,2,0,5,00:26:02,721,105,37,0,24
4182,0,0,0,-2,4,6,00:20:06,722,105,37,0,24
4183,1,3,4,3,0,4,00:18:55,723,105,37,0,24
4184,0,1,1,3,0,5,00:10:41,724,105,37,0,24
4185,0,0,0,-1,0,5,00:09:55,725,105,37,0,24
4186,0,0,0,1,0,7,00:02:49,726,105,37,0,24
4187,0,1,1,0,0,1,00:21:57,727,105,37,0,24
4188,0,1,1,3,0,2,00:12:08,728,105,37,0,24
4189,2,0,2,2,0,3,00:26:12,729,105,37,0,24
4190,0,1,1,-1,0,1,00:05:41,730,105,37,0,24
4191,0,1,1,2,0,7,00:30:34,731,105,37,0,24
4192,0,0,0,2,0,5,00:03:22,732,105,37,0,24
4193,0,1,1,2,2,5,00:20:41,733,105,37,0,24
4194,0,1,1,2,10,0,00:07:35,734,105,37,0,24
4195,0,0,0,-1,4,5,00:21:36,735,105,37,0,24
4196,0,0,0,2,0,1,00:05:16,736,105,37,0,24
4197,0,0,0,-3,0,0,00:08:25,737,105,37,0,24
4198,1,1,2,3,4,4,00:02:27,738,105,37,0,24
4199,0,0,0,1,0,0,00:13:21,739,105,37,0,24
4200,0,0,0,1,5,0,00:09:27,740,105,37,0,24
4201,0,0,0,-3,0,4,00:25:34,621,106,32,1,27
4202,0,0,0,2,0,8,00:03:17,622,106,32,1,27
4203,0,0,0,1,10,1,00:21:24,623,106,32,1,27
4204,0,0,0,-3,0,8,00:12:07,624,106,32,1,27
4205,0,0,0,-1,0,6,00:11:10,625,106,32,1,27
4206,0,0,0,1,0,7,00:11:11,626,106,32,1,27
4207,0,0,0,2,0,7,00:17:07,627,106,32,1,27
4208,0,0,0,-2,2,1,00:11:30,628,106,32,1,27
4209,0,0,0,1,0,2,00:21:15,629,106,32,1,27
4210,0,0,0,3,0,1,00:12:40,630,106,32,1,27
4211,0,0,0,3,0,6,00:07:55,631,106,32,1,27
4212,0,0,0,3,2,5,00:14:39,632,106,32,1,27
4213,0,0,0,3,0,3,00:06:44,633,106,32,1,27
4214,0,0,0,3,0,6,00:25:46,634,106,32,1,27
4215,0,0,0,2,2,0,00:03:06,635,106,32,1,27
4216,0,0,0,0,2,1,00:08:31,636,106,32,1,27
4217,0,0,0,-2,0,3,00:04:00,637,106,32,1,27
4218,0,0,0,0,0,3,00:30:36,638,106,32,1,27
4219,0,0,0,-3,0,0,00:11:03,639,106,32,1,27
4220,0,0,0,-2,0,0,00:07:56,640,106,32,1,27
4221,0,0,0,-2,0,6,00:28:23,521,106,27,0,32
4222,1,0,1,0,0,0,00:24:56,522,106,27,0,32
4223,0,0,0,3,5,0,00:29:58,523,106,27,0,32
4224,0,0,0,0,0,6,00:25:50,524,106,27,0,32
4225,0,0,0,-1,0,2,00:21:41,525,106,27,0,32
4226,0,0,0,1,0,4,00:18:31,526,106,27,0,32
4227,0,0,0,3,0,4,00:24:36,527,106,27,0,32
4228,0,0,0,-3,0,3,00:10:24,528,106,27,0,32
4229,0,0,0,2,0,3,00:10:06,529,106,27,0,32
4230,0,0,0,2,0,0,00:26:24,530,106,27,0,32
4231,0,0,0,2,10,8,00:13:55,531,106,27,0,32
4232,0,0,0,3,4,2,00:13:40,532,106,27,0,32
4233,0,0,0,0,2,5,00:18:48,533,106,27,0,32
4234,0,0,0,-3,0,8,00:11:05,534,106,27,0,32
4235,0,1,1,-2,0,0,00:07:02,535,106,27,0,32
4236,0,0,0,3,2,0,00:10:24,536,106,27,0,32
4237,0,0,0,-3,4,6,00:07:04,537,106,27,0,32
4238,0,0,0,-3,0,6,00:18:07,538,106,27,0,32
4239,0,0,0,-2,5,0,00:06:30,539,106,27,0,32
4240,0,0,0,-3,0,0,00:13:21,540,106,27,0,32
4241,1,0,1,1,0,7,00:09:44,1001,107,51,1,46
4242,0,0,0,-2,0,5,00:22:22,1002,107,51,1,46
4243,0,1,1,1,0,4,00:22:28,1003,107,51,1,46
4244,0,0,0,-1,2,5,00:17:17,1004,107,51,1,46
4245,0,0,0,1,5,6,00:25:45,1005,107,51,1,46
4246,0,0,0,2,0,2,00:20:56,1006,107,51,1,46
4247,0,0,0,3,4,7,00:06:32,1007,107,51,1,46
4248,0,0,0,-1,0,8,00:13:00,1008,107,51,1,46
